Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
4/28/2016,Rice Coffeehouse,"RICE COFFEE HOUSE        HOUSTON      TX
",1.75,debit,Coffee Shops,Citi Card College,,
4/27/2016,Empire Caf_ Houston TX,"EMPIRE CAFE - RCS        HOUSTON      TX
",13.94,debit,Restaurants,Citi Card College,,
4/27/2016,Sweetcup Houston TX,"SQ *SWEETCUP             HOUSTON      TX
",5.29,debit,Restaurants,Citi Card College,,
4/27/2016,Parking Houston TX,"LAM PARKING II, LTD      HOUSTON      TX
",10,debit,Parking,BofA Core Checking,,
4/27/2016,GIS in Petroleum Conference Spring 2016,paid for petroleum conference,40,debit,Education,Citi Card College,,
4/27/2016,Specs Liquor,"SPEC'S LIQUORS #24       HOUSTON      TX
",11.59,debit,Alcohol & Bars,BofA Core Checking,,
4/26/2016,,CITI CARD ONLINE DES:PAYMENT ID:XXXXX6774669341 INDN:JEFFREY F PICCIRILLO CO ID:CITICTP WEB,144.91,debit,Credit Card Payment,BofA Core Checking,,
4/25/2016,Target,TARGET T- 8500 04/24 #000316938 PURCHASE TARGET T- 8500 S Houston TX,26.83,debit,Groceries,Citi Card College,,
4/25/2016,,"ONLINE PAYMENT, THANK YOU               
",144.91,credit,Credit Card Payment,BofA Core Checking,,
4/24/2016,Venmo from Jeffrey to Edward Cordell,Venmo from Jeffrey to Edward Cordell,14.50,debit,Restaurants,Venmo,,
4/22/2016,Rice Paycheck,WILLIAM MARSH RI DES:PAYROLL ID:S01165653 INDN:JEFFREY F PICCIRILLO CO ID:XXXXX10962 PPD,76.56,credit,Income,BofA Core Checking,,
4/20/2016,Sprint Insurance,april sprint ins plus intertex,12,debit,Mobile Phone,BofA Core Checking,,
4/20/2016,Inversion Coffee Houston TX,CHECKCARD 0419 SQ *INVERSION COFFE HOUSTON TX 24492156110740301217991,4.54,debit,Coffee Shops,BofA Core Checking,,
4/20/2016,Texas Art Supply,CHECKCARD 0419 TEXAS ART SUPPLY HOUSTON TX 24761976110200558200948,12.28,debit,Arts,BofA Core Checking,,
4/20/2016,Texas Art Supply,CHECKCARD 0419 TEXAS ART SUPPLY HOUSTON TX 24761976111200921400778,8.97,debit,Arts,BofA Core Checking,,
4/18/2016,Potbelly's,CHECKCARD 0415 POTBELLY #242 W UNIVERSITY TX 24692166107000149711198,6.93,debit,Restaurants,BofA Core Checking,,
4/18/2016,Target,TARGET T- 8500 04/16 #000021310 PURCHASE TARGET T- 8500 S Houston TX,21.5,debit,Groceries,BofA Core Checking,,
4/18/2016,Michaels,MICHAELS STORE 04/16 #000331868 PURCHASE MICHAELS STORES I HOUSTON TX,30.81,debit,Arts,BofA Core Checking,,
4/17/2016,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,30.00,credit,Entertainment,Venmo,,
4/17/2016,Venmo from Jeffrey to Patricia Villanueva,Venmo from Jeffrey to Patricia Villanueva,5.00,debit,Rental Car & Taxi,Venmo,,
4/14/2016,Domino's,CHECKCARD 0413 DOMINO'S 6637 979-695-9912 TX 24445006104100540548867,10.15,debit,Fast Food,BofA Core Checking,,
4/11/2016,Target,TARGET T- 8500 04/08 #000325195 PURCHASE TARGET T- 8500 S Houston TX,38.62,debit,Groceries,BofA Core Checking,,
4/11/2016,Venmo from Jeffrey to Mariah Lawhon,Venmo from Jeffrey to Mariah Lawhon,5.00,debit,Entertainment,Venmo,,
4/8/2016,Rice Paycheck,WILLIAM MARSH RI DES:PAYROLL ID:S01165653 INDN:JEFFREY F PICCIRILLO CO ID:XXXXX10962 PPD,104.05,credit,Income,BofA Core Checking,,
4/6/2016,target credit,target credit,15,credit,Reimbursement,BofA Core Checking,,
4/6/2016,Target cred includes10dolbday,Target cred includes10dolbday,57,credit,Reimbursement,BofA Core Checking,,
4/5/2016,Parking Ticket Rice University,parking ticket,30,debit,Fees & Charges,BofA Core Checking,,
4/4/2016,Stripes San Marcos TX,STRIPES 1516 04/02 #000059032 PURCHASE STRIPES 1516 SAN MARCOS TX,24.84,debit,Gas & Fuel,Citi Card College,,
4/2/2016,Buc-Ee's,"BUC-EE'S #17             LULING       TX
",12.08,debit,Fast Food,Citi Card College,,
4/1/2016,Sushi Wabi Houston TX,"SUSHI WABI               HOUSTON      TX
",15.27,debit,Restaurants,Citi Card College,,
4/1/2016,Target,"TARGET        00013367   HOUSTON      TX
",15.29,debit,Groceries,Citi Card College,,
4/1/2016,Target,"TARGET        00013367   HOUSTON      TX
",4.52,debit,Groceries,BofA Core Checking,,
4/1/2016,,VENMO-2 DES:PAYMENT ID:XXXXX5343 INDN:JEFFREY PICCIRILLO CO ID:XXXXX81992 CCD,6,debit,Transfer,Citi Card College,,
4/1/2016,Venmo from Kavana Gowda to Jeffrey ,Venmo from Kavana Gowda to Jeffrey ,3.80,credit,Rental Car & Taxi,Venmo,,
3/31/2016,Uber,"UBER TECHNOLOGIES INC    866-576-1039 CA
",15.12,debit,Public Transportation,DP ONLINE SAVINGS,,
3/31/2016,Interest Paid,Interest Paid,6.15,credit,Interest Income,BofA Core Checking,,
3/31/2016,Venmo from Cora McKenzie to Jeffrey ,Venmo from Cora McKenzie to Jeffrey ,3.80,credit,Rental Car & Taxi,Venmo,,
3/31/2016,Venmo from Kathy Li to Jeffrey ,Venmo from Kathy Li to Jeffrey ,3.80,credit,Rental Car & Taxi,Venmo,,
3/31/2016,Venmo from Jeffrey to Kathleen Walrus,Venmo from Jeffrey to Kathleen Walrus,6.00,debit,Rental Car & Taxi,Venmo,,
3/30/2016,saturday night dinners credit,saturday night dinners credit,40,credit,Reimbursement,BofA Core Checking,,
3/29/2016,,VENMO-0 DES:CASHOUT ID:XXXXX5968 INDN:JEFFREY PICCIRILLO CO ID:XXXXX81992 CCD,397.09,credit,Income,BofA Core Checking,,
3/28/2016,Black Walnut Caf_,CHECKCARD 0327 BLACK WALNUT CAFE - RI HOUSTON TX 24692166087000485156267,8,debit,Restaurants,BofA Core Checking,,
3/28/2016,Black Hole Coffee,CHECKCARD 0326 SQ *BLACK HOLE COFF HOUSTON TX 24492156086741418654761,4.06,debit,Coffee Shops,Citi Card College,,
3/28/2016,"Venmo transfer to Bank Of America, N.A. *1238","Venmo transfer to Bank Of America, N.A. *1238",397.09,debit,Transfer,Venmo,,
3/28/2016,Venmo from Jeffrey to Kavana Gowda,Venmo from Jeffrey to Kavana Gowda,11.00,debit,Restaurants,Venmo,,
3/28/2016,Venmo from Jeffrey to Kavana Gowda,Venmo from Jeffrey to Kavana Gowda,2.50,debit,Fast Food,Venmo,,
3/28/2016,Venmo from Kavana Gowda to Jeffrey ,Venmo from Kavana Gowda to Jeffrey ,34.00,credit,Groceries,Venmo,,
3/28/2016,Venmo from Kavana Gowda to Jeffrey ,Venmo from Kavana Gowda to Jeffrey ,34.00,credit,Travel,Venmo,,
3/28/2016,Venmo from Kavana Gowda to Jeffrey ,Venmo from Kavana Gowda to Jeffrey ,185.00,credit,Travel,Venmo,,
3/26/2016,Venmo from Jeffrey to Kathy Li,Venmo from Jeffrey to Kathy Li,29.00,debit,Restaurants,Venmo,,
3/25/2016,Batanga Houston TX,"BATANGA                  HOUSTON      TX
",6.42,debit,Restaurants,BofA Core Checking,,
3/25/2016,Rice Paycheck,WILLIAM MARSH RI DES:PAYROLL ID:S01165653 INDN:JEFFREY F PICCIRILLO CO ID:XXXXX10962 PPD,85.31,credit,Income,BofA Core Checking,,
3/25/2016,,CITI CARD ONLINE DES:PAYMENT ID:XXXXX9591956951 INDN:JEFFREY F PICCIRILLO CO ID:CITICTP WEB,230.19,debit,Credit Card Payment,Citi Card College,,
3/24/2016,Rice University Postage,"RICE UNIV - POSTAGE      HOUSTON      TX
",8.44,debit,Shipping,BofA Core Checking,,
3/24/2016,Rice University Postage,CHECKCARD 0323 RICE UNIV - POSTAGE HOUSTON TX 24692166084000605807669,4.72,debit,Shipping,Citi Card College,,
3/24/2016,Benjy's Rice Village,"BENJAYS IN THE VILLAGE   HOUSTON      TX
",23.57,debit,Restaurants,BofA Core Checking,,
3/24/2016,gas credit for fall 2015 sp16,gas credit for fall 2015 sp16,194,credit,Reimbursement,BofA Core Checking,,
3/24/2016,haircut credit,haircut credit,40,credit,Reimbursement,BofA Core Checking,,
3/24/2016,Haircut,haircut,41,debit,Hair,Citi Card College,,
3/24/2016,,"ONLINE PAYMENT, THANK YOU               
",230.19,credit,Credit Card Payment,BofA Core Checking,,
3/23/2016,Sprint Insurance,march sprint insurance,5,debit,Mobile Phone,BofA Core Checking,,
3/21/2016,Potbelly's,CHECKCARD 0320 POTBELLY #242 W UNIVERSITY TX 24692166080000568629880,6.93,debit,Restaurants,BofA Core Checking,,
3/21/2016,grad gown and cap credit fromM,grad gown and cap credit fromM,102,credit,Reimbursement,Citi Card College,,
3/21/2016,Target,"TARGET        00013367   HOUSTON      TX
",56.59,debit,Groceries,Citi Card College,,
3/21/2016,Corner Store Houston TX,"CORNER STORE 2609        HOUSTON      TX
",29.04,debit,Gas & Fuel,Citi Card College,,
3/19/2016,Venmo from Jeffrey to Kavana Gowda,Venmo from Jeffrey to Kavana Gowda,17.00,debit,Entertainment,Venmo,,
3/18/2016,Kroger Houston TX,"KROGER #740              HOUSTON      TX
",35.01,debit,Groceries,Citi Card College,,
3/18/2016,Specs Liquor,"SPEC'S LIQUORS #21       HOUSTON      TX
",17.08,debit,Alcohol & Bars,BofA Core Checking,,
3/18/2016,Venmo from Jeffrey to Shaian Mohammadian,Venmo from Jeffrey to Shaian Mohammadian,5.00,debit,Entertainment,Venmo,,
3/16/2016,Venmo from Karthik Gowda to Jeffrey ,Venmo from Karthik Gowda to Jeffrey ,131.56,credit,Travel,Venmo,,
3/16/2016,Venmo from Jeffrey to Karthik Gowda,Venmo from Jeffrey to Karthik Gowda,29.00,debit,Travel,Venmo,,
3/16/2016,Venmo from Kathleen Glass to Jeffrey ,Venmo from Kathleen Glass to Jeffrey ,3.00,credit,Fast Food,Venmo,,
3/15/2016,Graduation Cap and Gown,cap and gown,102.82,debit,Education,BofA Core Checking,,
3/14/2016,Target,TARGET T- 8500 03/12 #000124623 PURCHASE TARGET T- 8500 S Houston TX,26.93,debit,Groceries,BofA Core Checking,,
3/14/2016,HEB,HEB #599 03/11 #000713283 PURCHASE HEB #599 HOUSTON TX,10.26,debit,Groceries,BofA Core Checking,,
3/12/2016,Venmo from Jeffrey to Cora McKenzie,Venmo from Jeffrey to Cora McKenzie,48.00,debit,Groceries,Venmo,,
3/11/2016,bday clothes credit from mom,bday clothes credit from mom,51,credit,Reimbursement,BofA Core Checking,,
3/11/2016,Rice Paycheck,WILLIAM MARSH RI DES:PAYROLL ID:S01165653 INDN:JEFFREY F PICCIRILLO CO ID:XXXXX10962 PPD,417.57,credit,Income,Citi Card College,,
3/11/2016,Topshop,"TOP SHOP TOP MAN -       HOUSTON      TX
",51.96,debit,Clothing,BofA Core Checking,,
3/8/2016,parking credit from mom,parking credit from mom,41,credit,Reimbursement,BofA Core Checking,,
3/8/2016,grocery credit from mom,grocery credit from mom,17,credit,Reimbursement,BofA Core Checking,,
3/7/2016,Randalls Houston TX,RANDALLS STORE 03/06 #000685371 PURCHASE RANDALLS STORE HOUSTON TX,16.77,debit,Groceries,BofA Core Checking,,
3/7/2016,Gas,gas in LA,24.79,debit,Gas & Fuel,BofA Core Checking,,
3/7/2016,Parking Ticket in LA Check written to Nick,Check 538: ticket in LA,64,debit,Fees & Charges,BofA Core Checking,,
3/7/2016,,CITI CARD ONLINE DES:PAYMENT ID:XXXXX3942909426 INDN:JEFFREY F PICCIRILLO CO ID:CITICTP WEB,147.06,debit,Credit Card Payment,Citi Card College,,
3/6/2016,,"ONLINE PAYMENT, THANK YOU               
",147.06,credit,Credit Card Payment,Citi Card College,,
3/5/2016,Parking Humble TX,"THEPARKINGSPOT274        HUMBLE       TX
",40.51,debit,Parking,Citi Card College,,
3/1/2016,Valley Lodge Bar Fresno CA,"YNP VALLEY LODGE BAR     FRESNO       CA
",44.2,debit,Restaurants,BofA Core Checking,,
3/1/2016,March Saturday dinners,March Saturday dinners,40,credit,Reimbursement,Citi Card College,,
3/1/2016,Foodmaxx Clovis CA,"FOODMAXX #459 CLOVI      CLOVIS       CA
",68.29,debit,Groceries,BofA Core Checking,,
2/29/2016,Sushi Wabi Houston TX,sushi wabi with kelsey and kav,24.56,debit,Restaurants,BofA Core Checking,,
2/29/2016,Rental Car LA,Check 539: Rental Car in California,343,debit,Rental Car & Rental Car & Taxi,BofA Core Checking,,
2/29/2016,Parking LA,CHECKCARD 0227 LA CITY PARKING METER LOS ANGELES CA 24755426058260586567047,4,debit,Fees & Charges,DP ONLINE SAVINGS,,
2/29/2016,Interest Paid,Interest Paid,5.74,credit,Interest Income,Citi Card College,,
2/29/2016,Venmo from Jeffrey to Kavana Gowda,Venmo from Jeffrey to Kavana Gowda,2.25,debit,Coffee Shops,Venmo,,
2/28/2016,Venmo from Abdelrahman Nimeri to Jeffrey ,Venmo from Abdelrahman Nimeri to Jeffrey ,57.00,credit,Travel,Venmo,,
2/27/2016,Urth Caf_ ,"Urth Caffe IV (Beverly HiBeverly HillsCA
",61.33,debit,Restaurants,BofA Core Checking,,
2/26/2016,Rice Paycheck,WILLIAM MARSH RI DES:PAYROLL ID:S01165653 INDN:JEFFREY F PICCIRILLO CO ID:XXXXX10962 PPD,74.81,credit,Income,Citi Card College,,
2/25/2016,Trader Joe's,"TRADER JOE'S #426 QPS    HOUSTON      TX
",17.44,debit,Groceries,BofA Core Checking,,
2/25/2016,Rondelet Ticket,Rondelet Ticket,20.62,debit,Entertainment,BofA Core Checking,,
2/24/2016,Airport Parking Houston TX,CHECKCARD 0223 AIRPORTPARKINGRES 8007275464 CA 24492156054894521954269,9.95,debit,Parking,BofA Core Checking,,
2/23/2016,flight to Yosemite yaaaay,flight to Yosemite yaaaay,226,credit,Reimbursement,BofA Core Checking,,
2/23/2016,HEB credit,HEB credit,23,credit,Reimbursement,BofA Core Checking,,
2/23/2016,target credit,target credit,21,credit,Reimbursement,BofA Core Checking,,
2/22/2016,Potbelly's,CHECKCARD 0220 POTBELLY #242 W UNIVERSITY TX 24692166051000786208173,6.93,debit,Restaurants,BofA Core Checking,,
2/22/2016,HEB,HEB #599 02/19 #000100750 PURCHASE HEB #599 HOUSTON TX,23.05,debit,Groceries,BofA Core Checking,,
2/22/2016,HEB,HEB #599 02/19 #000123408 PURCHASE HEB #599 HOUSTON TX,9.69,debit,Groceries,BofA Core Checking,,
2/22/2016,Whataburger Houston TX,whataburger,5.17,debit,Fast Food,BofA Core Checking,,
2/20/2016,Venmo from Edward Cordell to Jeffrey ,Venmo from Edward Cordell to Jeffrey ,5.00,credit,Groceries,Venmo,,
2/18/2016,Sprint Insurance,February Sprint Insurance,5,debit,Mobile Phone,BofA Core Checking,,
2/17/2016,Target,TARGET T- 8500 02/16 #000419021 PURCHASE TARGET T- 8500 S Houston TX,21.07,debit,Groceries,BofA Core Checking,,
2/17/2016,,CITI CARD ONLINE DES:PAYMENT ID:XXXXX7423739291 INDN:JEFFREY F PICCIRILLO CO ID:CITICTP WEB,306.48,debit,Credit Card Payment,Citi Card College,,
2/17/2016,Venmo from Edward Cordell to Jeffrey ,Venmo from Edward Cordell to Jeffrey ,10.50,credit,Groceries,Venmo,,
2/16/2016,,"ONLINE PAYMENT, THANK YOU               
",306.48,credit,Credit Card Payment,BofA Core Checking,,
2/12/2016,Rice Paycheck,WILLIAM MARSH RI DES:PAYROLL ID:S01165653 INDN:JEFFREY F PICCIRILLO CO ID:XXXXX10962 PPD,67.81,credit,Income,Citi Card College,,
2/12/2016,Shell Gas,"SHELL OIL 57543440507    HOUSTON      TX
",25.66,debit,Gas & Fuel,BofA Core Checking,,
2/12/2016,Feb Sat dinners minus dominoes,Feb Sat dinners minus dominoes,22,credit,Reimbursement,Citi Card College,,
2/11/2016,Target,"TARGET        00013367   HOUSTON      TX
",15.05,debit,Groceries,Citi Card College,,
2/11/2016,Target,"TARGET        00013367   HOUSTON      TX
",6.48,debit,Groceries,BofA Core Checking,,
2/10/2016,,Check 537,50,debit,Entertainment,Citi Card College,,
2/10/2016,Spirit Airlines,"SPIRIT AIRL 4870124124770800-7727117  FL
",226.18,debit,Air Travel,Citi Card College,,
2/10/2016,Venmo from Jeffrey to Trevor Eisenberg,Venmo from Jeffrey to Trevor Eisenberg,2.00,debit,Entertainment,Venmo,,
2/7/2016,Domino's,"DOMINO'S  6637           HOUSTON      TX
",13.11,debit,Fast Food,BofA Core Checking,,
2/7/2016,Venmo from Jeffrey to Kathy Li,Venmo from Jeffrey to Kathy Li,5.00,debit,Alcohol & Bars,Venmo,,
2/5/2016,Venmo from Jeffrey to Connie,Venmo from Jeffrey to Connie,5.00,debit,Alcohol & Bars,Venmo,,
2/4/2016,lab fee credit,lab fee credit,50,credit,Reimbursement,BofA Core Checking,,
2/4/2016,pizza credit,pizza credit,18,credit,Reimbursement,BofA Core Checking,,
2/4/2016,target items,target items,29,credit,Reimbursement,BofA Core Checking,,
2/4/2016,,CITI CARD ONLINE DES:PAYMENT ID:XXXXX6245503012 INDN:JEFFREY F PICCIRILLO CO ID:CITICTP WEB,117.47,debit,Credit Card Payment,Citi Card College,,
2/3/2016,,"ONLINE PAYMENT, THANK YOU               
",117.47,credit,Credit Card Payment,Citi Card College,,
2/2/2016,Brochstein,"SALENTO PAVILION         HOUSTON      TX
",20,debit,Restaurants,Citi Card College,,
1/30/2016,Xiong's Caf_,"XIONGS CAFE AND MY TEA   HOUSTON      TX
",7.04,debit,Restaurants,Citi Card College,,
1/30/2016,H Mart Houston TX,"H MART HOUSTON II        HOUSTON      TX
",3.99,debit,Groceries,Citi Card College,,
1/29/2016,Potbelly's,"POTBELLY #242            W UNIVERSITY TX
",6.93,debit,Restaurants,Citi Card College,,
1/29/2016,Uber,"UBER TECHNOLOGIES INC    866-576-1039 CA
",8.19,debit,Public Transportation,BofA Core Checking,,
1/29/2016,Rice Paycheck,WILLIAM MARSH RI DES:PAYROLL ID:S01165653 INDN:JEFFREY F PICCIRILLO CO ID:XXXXX10962 PPD,80.94,credit,Income,Citi Card College,,
1/29/2016,Proof Rooftop Lounge Houston TX,"PROOF ROOFTOP LOUNGE     HOUSTON      TX
",6.52,debit,Alcohol & Bars,DP ONLINE SAVINGS,,
1/29/2016,Interest Paid,Interest Paid,6.04,credit,Interest Income,Citi Card College,,
1/28/2016,Specs Liquor,"SPEC'S LIQUORS #21       HOUSTON      TX
",12.28,debit,Alcohol & Bars,Citi Card College,,
1/27/2016,Website Hosting,"FORMAT.COM PORTFOLIO     TORONTO      CA
",69,debit,Electronics & Software,BofA Core Checking,,
1/25/2016,,CHECKCARD 0124 DOMINO'S 6637 979-695-9912 TX 24445006024100419068184,17.5,debit,Fast Food,Citi Card College,,
1/25/2016,Black Hole Coffee,"SQ *BLACK HOLE COFF      HOUSTON      TX
",3.52,debit,Coffee Shops,BofA Core Checking,,
1/22/2016,Sprint Insurance,January sprint insurance,5,debit,Mobile Phone,BofA Core Checking,,
1/19/2016,,CITI CARD ONLINE DES:PAYMENT ID:XXXXX1911560750 INDN:JEFFREY F PICCIRILLO CO ID:CITICTP WEB,175.89,debit,Credit Card Payment,Citi Card College,,
1/19/2016,Venmo from Jeffrey to Julian Berdegue,Venmo from Jeffrey to Julian Berdegue,15.00,debit,Restaurants,Venmo,,
1/17/2016,,"ONLINE PAYMENT, THANK YOU               
",175.89,credit,Credit Card Payment,Citi Card College,,
1/15/2016,Potbelly's,"POTBELLY #242            W UNIVERSITY TX
",6.93,debit,Restaurants,Citi Card College,,
1/14/2016,Target,"TARGET        00013367   HOUSTON      TX
",28.68,debit,Groceries,Citi Card College,,
1/14/2016,Website Hosting,"WWW HOVER COM            416-538-5498 MS
",11.17,debit,Electronics & Software,BofA Core Checking,,
1/11/2016,iphone 6 case on moms credit,iphone 6 case on moms credit,31,debit,Reimbursement,BofA Core Checking,,
1/11/2016,,BKOFAMERICA ATM 01/10 #000001469 DEPOSIT BAXTER CHESTERFIELD MO,190,credit,Income,Citi Card College,,
1/10/2016,Dunkin Donuts,"DUNKIN DONUTS EAST       SAINT LOUIS  MO
",3.42,debit,Fast Food,BofA Core Checking,,
1/10/2016,Venmo from Jeffrey to Tim Nonet,Venmo from Jeffrey to Tim Nonet,6.00,debit,Rental Car & Taxi,Venmo,,
1/8/2016,,DISCOVER BANK DES:NET/MOBILE ID:XXXXX86502 INDN:JEFFERY PICCIRILLO CO ID:XXXXX20271 WEB PMT INFO:001*1001259332,600,debit,Investing,Citi Card College,,
1/8/2016,Home Science Tools Vials,"HOME SCIENCE TOOLS       800-8606272  MT
",10.95,debit,Arts,DP ONLINE SAVINGS,,
1/7/2016,Transfer to Online Savings,Transfer to Online Savings,600,credit,Transfer,BofA Core Checking,,
1/6/2016,chemistry credit,chemistry credit,600,credit,Reimbursement,Citi Card College,,
1/6/2016,Venmo from Jeffrey to Madeleine Tibaldi,Venmo from Jeffrey to Madeleine Tibaldi,37.00,debit,Restaurants,Venmo,,
1/5/2016,NJ Transit Ticket,"NJT NY PENN STA   5094   NEW YORK     NY
",13,debit,Public Transportation,Citi Card College,,
1/4/2016,Sushi Yasaka,"SUSHI YASAKA             NEW YORK     NY
",15.07,debit,Restaurants,Citi Card College,,
1/3/2016,IFC Theatres New York ,"IFC THEATRES LLC BOX OFF NEW YORK     NY
",14,debit,Movies & DVDs,Citi Card College,,
1/3/2016,Shake Shack,"SHAKE SHACK 1124         BROOKLYN     NY
",9.01,debit,Fast Food,Citi Card College,,
1/1/2016,Duane Reade ,"DUANE READE #14202       NEW YORK     NY
",3.15,debit,Pharmacy,BofA Core Checking,,
12/31/2015,Rice Paycheck,WILLIAM MARSH RI DES:PAYROLL ID:S01165653 INDN:JEFFREY F PICCIRILLO CO ID:XXXXX10962 PPD,17.5,credit,Income,Citi Card College,,
12/31/2015,Columbus Wines and Spirit,"COLUMBUS WINES AND SPIRITNEW YORK     NY
",15.23,debit,Alcohol & Bars,DP ONLINE SAVINGS,,
12/31/2015,Interest Paid,Interest Paid,1.46,credit,Interest Income,BofA Core Checking,,
12/30/2015,January Saturday dinners,January Saturday dinners,30,credit,Reimbursement,BofA Core Checking,,
12/29/2015,money borrowed drinks purchase,money borrowed drinks purchase,32,credit,Reimbursement,Citi Card College,,
12/29/2015,Website Hosting,SQUARESPACE INC. 6465803456   NY,0.82,credit,Electronics & Software,BofA Core Checking,,
12/29/2015,,CITI CARD ONLINE DES:PAYMENT ID:XXXXX3159325501 INDN:JEFFREY F PICCIRILLO CO ID:CITICTP WEB,232.61,debit,Credit Card Payment,BofA Core Checking,,
12/28/2015,credit tetratraveltargetdinner,credit tetratraveltargetdinner,92,credit,Reimbursement,Citi Card College,,
12/28/2015,,"ONLINE PAYMENT, THANK YOU               
",232.61,credit,Credit Card Payment,Citi Card College,,
12/28/2015,Kaldis Coffee,"KALDIS COFFEE            CLAYTON      MO
",10.24,debit,Coffee Shops,Citi Card College,,
12/27/2015,USPS Shipping,"USPS 28148395520701926   CHESTERFIELD MO
",3.34,debit,Shipping,Citi Card College,,
12/27/2015,Half & Half Clayton MO,"HALF & HALF              CLAYTON      MO
",16.52,debit,Restaurants,Citi Card College,,
12/27/2015,Chase Park Plaza Cinemas St. Louis MO,"CHASE PARK PLAZA CINEMAS ST. LOUIS    MO
",14,debit,Parking,Citi Card College,,
12/27/2015,Parking St. Louis MO,"PINE INVESTMENTS PARKING ST LOUIS     MO
",2,debit,Parking,BofA Core Checking,,
12/24/2015,,DISCOVER BANK DES:NET/MOBILE ID:XXXXX86502 INDN:JEFFERY PICCIRILLO CO ID:XXXXX20271 WEB PMT INFO:001*1001259332,7000,debit,Investing,DP ONLINE SAVINGS,,
12/24/2015,,,7000,credit,Investing,Citi Card College,,
12/23/2015,Amazon.com,"AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA
",6.95,debit,Shopping,BofA Core Checking,,
12/22/2015,haircut- paul mitchell,haircut- paul mitchell,6,credit,Reimbursement,BofA Core Checking,,
12/22/2015,Sprint Insurance,Dec sprint insurance,5,debit,Mobile Phone,Citi Card College,,
12/21/2015,Chi Sushi St. Louis MO,"CHI SUSHI                ST. LOUIS    MO
",10.47,debit,Restaurants,Citi Card College,,
12/21/2015,Paul Mitchell Salon,"PAUL MITCHELL THE SCHOOL SAINT LOUIS  MO
",6,debit,Hair,Citi Card College,,
12/18/2015,Sprint Insurance,"SPRINT STORE #1071       CHESTERFIELD MO
",108.47,debit,Mobile Phone,BofA Core Checking,,
12/18/2015,Rice Paycheck,WILLIAM MARSH RI DES:PAYROLL ID:S01165653 INDN:JEFFREY F PICCIRILLO CO ID:XXXXX10962 PPD,167,credit,Income,Citi Card College,,
12/18/2015,Dunkin Donuts,"DD/BR #349238      Q35   HOUSTON      TX
",2.7,debit,Fast Food,Citi Card College,,
12/17/2015,Uber,"UBER TECHNOLOGIES INC    866-576-1039 CA
",20.58,debit,Public Transportation,Citi Card College,,
12/17/2015,Domino's,"DOMINO'S  6637           979-695-9912 TX
",13.63,debit,Fast Food,BofA Core Checking,,
12/16/2015,,CITI CARD ONLINE DES:PAYMENT ID:XXXXX1688300916 INDN:JEFFREY F PICCIRILLO CO ID:CITICTP WEB,394.53,debit,Credit Card Payment,Citi Card College,,
12/15/2015,Maharaja Bhog Houston TX,"MAHARAJA BHOG            HOUSTON      TX
",21.4,debit,Restaurants,Citi Card College,,
12/14/2015,,"ONLINE PAYMENT, THANK YOU               
",394.53,credit,Credit Card Payment,Citi Card College,,
12/13/2015,Brasil Houston TX,"BRASIL - DUNLAVY         HOUSTON      TX
",11.28,debit,Restaurants,Citi Card College,,
12/12/2015,Barnabys Cafe Museum,"BARNABYS CAFE - MUSEUM   HOUSTON      TX
",7.35,debit,Restaurants,Citi Card College,,
12/12/2015,Target,"TARGET        00013367   HOUSTON      TX
",23.78,debit,Groceries,Citi Card College,,
12/12/2015,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,2.54,credit,Groceries,Venmo,,
12/10/2015,Venmo from Jeffrey to Kavana Gowda,Venmo from Jeffrey to Kavana Gowda,12.90,debit,Restaurants,Venmo,,
12/10/2015,Venmo from Jeffrey to Kavana Gowda,Venmo from Jeffrey to Kavana Gowda,17.50,debit,Restaurants,Venmo,,
12/9/2015,Delta Airlines,"DELTA AIR   0062329525126DELTA.COM    CA
",329.7,debit,Air Travel,Citi Card College,,
12/9/2015,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,5.00,credit,Alcohol & Bars,Venmo,,
12/8/2015,El Real Houston TX,"ELREALTEXMEX             HOUSTON      TX
",10,debit,Restaurants,Citi Card College,,
12/6/2015,Te House of Tea,"SQ *TE HOUSE OF TEA      Houston      TX
",4.67,debit,Coffee Shops,Citi Card College,,
12/5/2015,Amy's Ice Cream Houston TX,"SQ *AMY'S ICE CREAMS     Houston      TX
",6.68,debit,Restaurants,Citi Card College,,
12/5/2015,Brochstein,"SALENTO PAVILION         HOUSTON      TX
",8.61,debit,Restaurants,Citi Card College,,
12/4/2015,Jenni's Noodle House Houston TX,"JENNI'S NOODLE HOUSE -   HOUSTON      TX
",5,debit,Restaurants,Citi Card College,,
12/4/2015,River Oaks Theatre,"RIVER OAKS THEATRE 238   HOUSTON      TX
",8,debit,Movies & DVDs,BofA Core Checking,,
12/4/2015,Rice Paycheck,WILLIAM MARSH RI DES:PAYROLL ID:S01165653 INDN:JEFFREY F PICCIRILLO CO ID:XXXXX10962 PPD,35,credit,Income,BofA Core Checking,,
