Date,Time Spent (seconds),Number of People,Category
2017-10-16T22:00:00,12,1,Software Development
2017-10-16T22:00:00,3,1,Shopping
2017-10-16T22:00:00,3,1,Design & Composition
2017-10-16T23:00:00,190,1,Entertainment
2017-10-16T23:00:00,183,1,Reference & Learning
2017-10-16T23:00:00,10,1,Software Development
2017-10-16T23:00:00,10,1,Communication & Scheduling
2017-10-17T00:00:00,135,1,Software Development
2017-10-17T00:00:00,73,1,Reference & Learning
2017-10-17T00:00:00,17,1,Business
2017-10-17T00:00:00,10,1,Utilities
2017-10-17T01:00:00,2442,1,Software Development
2017-10-17T01:00:00,512,1,Uncategorized
2017-10-17T01:00:00,424,1,Design & Composition
2017-10-17T01:00:00,152,1,Reference & Learning
2017-10-17T01:00:00,35,1,Utilities
2017-10-17T01:00:00,27,1,News & Opinion
2017-10-17T01:00:00,2,1,Communication & Scheduling
2017-10-17T02:00:00,1612,1,Software Development
2017-10-17T02:00:00,961,1,Design & Composition
2017-10-17T02:00:00,30,1,Utilities
2017-10-17T02:00:00,6,1,Reference & Learning
2017-10-17T02:00:00,3,1,Business
2017-10-17T02:00:00,2,1,Uncategorized
2017-10-17T10:00:00,1113,1,Software Development
2017-10-17T10:00:00,211,1,Design & Composition
2017-10-17T10:00:00,120,1,Utilities
2017-10-17T10:00:00,15,1,Reference & Learning
2017-10-17T11:00:00,1306,1,Software Development
2017-10-17T11:00:00,535,1,Communication & Scheduling
2017-10-17T11:00:00,500,1,Design & Composition
2017-10-17T11:00:00,357,1,Reference & Learning
2017-10-17T11:00:00,200,1,Utilities
2017-10-17T11:00:00,10,1,Uncategorized
2017-10-17T11:00:00,1,1,Business
2017-10-17T12:00:00,1231,1,Software Development
2017-10-17T12:00:00,316,1,Utilities
2017-10-17T12:00:00,141,1,Design & Composition
2017-10-17T12:00:00,98,1,Communication & Scheduling
2017-10-17T12:00:00,89,1,Reference & Learning
2017-10-17T12:00:00,69,1,Business
2017-10-17T13:00:00,1496,1,Software Development
2017-10-17T13:00:00,65,1,Utilities
2017-10-17T13:00:00,7,1,Reference & Learning
2017-10-17T14:00:00,31,1,Utilities
2017-10-17T14:00:00,6,1,Software Development
2017-10-17T16:00:00,973,1,Social Networking
2017-10-17T16:00:00,970,1,Software Development
2017-10-17T16:00:00,143,1,Communication & Scheduling
2017-10-17T16:00:00,142,1,Reference & Learning
2017-10-17T16:00:00,28,1,Utilities
2017-10-17T17:00:00,548,1,Communication & Scheduling
2017-10-17T17:00:00,126,1,Reference & Learning
2017-10-17T17:00:00,46,1,Business
2017-10-17T17:00:00,25,1,Social Networking
2017-10-17T17:00:00,7,1,Utilities
2017-10-17T17:00:00,4,1,Uncategorized
2017-10-17T18:00:00,2044,1,Software Development
2017-10-17T18:00:00,976,1,Reference & Learning
2017-10-17T18:00:00,186,1,Utilities
2017-10-17T18:00:00,157,1,Social Networking
2017-10-17T18:00:00,81,1,Communication & Scheduling
2017-10-17T18:00:00,2,1,Business
2017-10-17T19:00:00,715,1,Reference & Learning
2017-10-17T19:00:00,694,1,Software Development
2017-10-17T19:00:00,392,1,Communication & Scheduling
2017-10-17T19:00:00,214,1,Business
2017-10-17T19:00:00,86,1,Utilities
2017-10-17T20:00:00,2006,1,Software Development
2017-10-17T20:00:00,450,1,Business
2017-10-17T20:00:00,323,1,Utilities
2017-10-17T20:00:00,246,1,Uncategorized
2017-10-17T20:00:00,130,1,Reference & Learning
2017-10-17T20:00:00,100,1,Social Networking
2017-10-17T20:00:00,77,1,Communication & Scheduling
2017-10-17T20:00:00,76,1,News & Opinion
2017-10-17T20:00:00,51,1,Shopping
2017-10-17T21:00:00,2085,1,Software Development
2017-10-17T21:00:00,1305,1,Business
2017-10-17T21:00:00,85,1,Utilities
2017-10-17T21:00:00,83,1,Reference & Learning
2017-10-17T21:00:00,21,1,Communication & Scheduling
2017-10-17T21:00:00,13,1,Shopping
2017-10-17T21:00:00,3,1,Uncategorized
2017-10-17T21:00:00,1,1,News & Opinion
2017-10-17T22:00:00,1170,1,Software Development
2017-10-17T22:00:00,246,1,Uncategorized
2017-10-17T22:00:00,144,1,Business
2017-10-17T22:00:00,76,1,Utilities
2017-10-17T22:00:00,62,1,Reference & Learning
2017-10-17T22:00:00,21,1,Social Networking
2017-10-17T22:00:00,1,1,Design & Composition
2017-10-17T22:00:00,1,1,Communication & Scheduling
2017-10-17T23:00:00,1631,1,Software Development
2017-10-17T23:00:00,521,1,Business
2017-10-17T23:00:00,226,1,Reference & Learning
2017-10-17T23:00:00,148,1,Utilities
2017-10-17T23:00:00,144,1,Uncategorized
2017-10-17T23:00:00,123,1,Social Networking
2017-10-17T23:00:00,37,1,Shopping
2017-10-18T00:00:00,1848,1,Software Development
2017-10-18T00:00:00,643,1,Communication & Scheduling
2017-10-18T00:00:00,551,1,Business
2017-10-18T00:00:00,282,1,Utilities
2017-10-18T00:00:00,47,1,Uncategorized
2017-10-18T00:00:00,25,1,Reference & Learning
2017-10-18T00:00:00,1,1,Shopping
2017-10-18T02:00:00,768,1,Software Development
2017-10-18T02:00:00,80,1,Utilities
2017-10-18T02:00:00,46,1,Design & Composition
2017-10-18T02:00:00,30,1,Reference & Learning
2017-10-18T02:00:00,29,1,Uncategorized
2017-10-18T02:00:00,22,1,Communication & Scheduling
2017-10-18T02:00:00,10,1,Business
2017-10-18T11:00:00,1192,1,Software Development
2017-10-18T11:00:00,97,1,Utilities
2017-10-18T11:00:00,37,1,Reference & Learning
2017-10-18T11:00:00,1,1,Communication & Scheduling
2017-10-18T12:00:00,1396,1,Software Development
2017-10-18T12:00:00,254,1,Communication & Scheduling
2017-10-18T12:00:00,156,1,Utilities
2017-10-18T12:00:00,118,1,Reference & Learning
2017-10-18T12:00:00,4,1,Business
2017-10-18T13:00:00,2265,1,Reference & Learning
2017-10-18T13:00:00,255,1,Business
2017-10-18T13:00:00,181,1,Communication & Scheduling
2017-10-18T13:00:00,125,1,Utilities
2017-10-18T13:00:00,75,1,Social Networking
2017-10-18T13:00:00,19,1,Uncategorized
2017-10-18T13:00:00,6,1,Software Development
2017-10-18T14:00:00,1477,1,Business
2017-10-18T14:00:00,976,1,Reference & Learning
2017-10-18T14:00:00,842,1,Communication & Scheduling
2017-10-18T14:00:00,118,1,Uncategorized
2017-10-18T14:00:00,67,1,Design & Composition
2017-10-18T14:00:00,64,1,Social Networking
2017-10-18T14:00:00,51,1,Utilities
2017-10-18T15:00:00,1749,1,Social Networking
2017-10-18T15:00:00,675,1,Communication & Scheduling
2017-10-18T15:00:00,469,1,Software Development
2017-10-18T15:00:00,443,1,Reference & Learning
2017-10-18T15:00:00,112,1,Utilities
2017-10-18T15:00:00,55,1,Uncategorized
2017-10-18T15:00:00,53,1,Business
2017-10-18T15:00:00,40,1,Design & Composition
2017-10-18T16:00:00,2607,1,Software Development
2017-10-18T16:00:00,753,1,Design & Composition
2017-10-18T16:00:00,57,1,Utilities
2017-10-18T16:00:00,22,1,Reference & Learning
2017-10-18T16:00:00,14,1,Communication & Scheduling
2017-10-18T17:00:00,3264,1,Software Development
2017-10-18T17:00:00,109,1,Reference & Learning
2017-10-18T17:00:00,102,1,Design & Composition
2017-10-18T17:00:00,15,1,Utilities
2017-10-18T18:00:00,1595,1,Software Development
2017-10-18T18:00:00,671,1,Business
2017-10-18T18:00:00,172,1,Communication & Scheduling
2017-10-18T18:00:00,83,1,Social Networking
2017-10-18T18:00:00,46,1,Utilities
2017-10-18T18:00:00,46,1,Reference & Learning
2017-10-18T18:00:00,12,1,Design & Composition
2017-10-18T18:00:00,1,1,Uncategorized
2017-10-18T19:00:00,1471,1,Communication & Scheduling
2017-10-18T19:00:00,1421,1,Business
2017-10-18T19:00:00,640,1,Software Development
2017-10-18T19:00:00,28,1,Design & Composition
2017-10-18T19:00:00,12,1,Utilities
2017-10-18T19:00:00,12,1,Entertainment
2017-10-18T19:00:00,11,1,Social Networking
2017-10-18T19:00:00,2,1,Reference & Learning
2017-10-18T20:00:00,625,1,Communication & Scheduling
2017-10-18T20:00:00,157,1,Reference & Learning
2017-10-18T20:00:00,98,1,Design & Composition
2017-10-18T20:00:00,18,1,Utilities
2017-10-18T20:00:00,9,1,Entertainment
2017-10-18T23:00:00,837,1,Social Networking
2017-10-18T23:00:00,605,1,Software Development
2017-10-18T23:00:00,358,1,Business
2017-10-18T23:00:00,166,1,Utilities
2017-10-18T23:00:00,132,1,Reference & Learning
2017-10-18T23:00:00,115,1,Uncategorized
2017-10-18T23:00:00,11,1,Communication & Scheduling
2017-10-18T23:00:00,1,1,Design & Composition
2017-10-19T00:00:00,1298,1,Software Development
2017-10-19T00:00:00,1088,1,Business
2017-10-19T00:00:00,415,1,Reference & Learning
2017-10-19T00:00:00,358,1,Social Networking
2017-10-19T00:00:00,166,1,News & Opinion
2017-10-19T00:00:00,129,1,Design & Composition
2017-10-19T00:00:00,114,1,Utilities
2017-10-19T00:00:00,23,1,Communication & Scheduling
2017-10-19T00:00:00,3,1,Entertainment
2017-10-19T01:00:00,1837,1,Communication & Scheduling
2017-10-19T01:00:00,438,1,Software Development
2017-10-19T01:00:00,274,1,Business
2017-10-19T01:00:00,147,1,Reference & Learning
2017-10-19T01:00:00,136,1,Utilities
2017-10-19T10:00:00,483,1,Reference & Learning
2017-10-19T10:00:00,401,1,Communication & Scheduling
2017-10-19T10:00:00,72,1,Software Development
2017-10-19T10:00:00,62,1,Utilities
2017-10-19T10:00:00,40,1,Social Networking
2017-10-19T10:00:00,7,1,Business
2017-10-19T10:00:00,2,1,Design & Composition
2017-10-19T11:00:00,767,1,Social Networking
2017-10-19T11:00:00,488,1,Reference & Learning
2017-10-19T11:00:00,419,1,Communication & Scheduling
2017-10-19T11:00:00,137,1,Utilities
2017-10-19T11:00:00,74,1,Software Development
2017-10-19T11:00:00,41,1,Business
2017-10-19T12:00:00,454,1,Reference & Learning
2017-10-19T12:00:00,294,1,Social Networking
2017-10-19T12:00:00,56,1,Utilities
2017-10-19T12:00:00,52,1,Communication & Scheduling
2017-10-19T12:00:00,10,1,News & Opinion
2017-10-19T13:00:00,544,1,Social Networking
2017-10-19T13:00:00,435,1,Communication & Scheduling
2017-10-19T13:00:00,249,1,Reference & Learning
2017-10-19T13:00:00,6,1,Utilities
2017-10-19T13:00:00,1,1,Software Development
2017-10-19T14:00:00,575,1,Communication & Scheduling
2017-10-19T14:00:00,570,1,Social Networking
2017-10-19T14:00:00,238,1,Software Development
2017-10-19T14:00:00,209,1,Reference & Learning
2017-10-19T14:00:00,198,1,News & Opinion
2017-10-19T14:00:00,5,1,Utilities
2017-10-19T15:00:00,130,1,Social Networking
2017-10-19T15:00:00,18,1,Utilities
2017-10-19T15:00:00,4,1,Reference & Learning
2017-10-19T17:00:00,382,1,Business
2017-10-19T17:00:00,336,1,Communication & Scheduling
2017-10-19T17:00:00,152,1,Uncategorized
2017-10-19T17:00:00,49,1,Social Networking
2017-10-19T17:00:00,37,1,Utilities
2017-10-19T17:00:00,19,1,Reference & Learning
2017-10-19T17:00:00,1,1,Software Development
2017-10-19T18:00:00,642,1,Social Networking
2017-10-19T18:00:00,316,1,Reference & Learning
2017-10-19T18:00:00,306,1,Business
2017-10-19T18:00:00,88,1,News & Opinion
2017-10-19T18:00:00,40,1,Uncategorized
2017-10-19T18:00:00,32,1,Communication & Scheduling
2017-10-19T18:00:00,11,1,Utilities
2017-10-19T18:00:00,1,1,Software Development
2017-10-19T19:00:00,2231,1,Communication & Scheduling
2017-10-19T19:00:00,466,1,Social Networking
2017-10-19T19:00:00,182,1,Entertainment
2017-10-19T19:00:00,50,1,Reference & Learning
2017-10-19T19:00:00,4,1,Utilities
2017-10-19T19:00:00,2,1,Software Development
2017-10-19T20:00:00,251,1,Social Networking
2017-10-19T20:00:00,18,1,Utilities
2017-10-19T20:00:00,8,1,Reference & Learning
2017-10-19T23:00:00,171,1,Utilities
2017-10-19T23:00:00,49,1,Social Networking
2017-10-19T23:00:00,15,1,Software Development
2017-10-19T23:00:00,13,1,Communication & Scheduling
2017-10-19T23:00:00,3,1,Business
2017-10-20T08:00:00,1294,1,Social Networking
2017-10-20T08:00:00,694,1,Reference & Learning
2017-10-20T08:00:00,512,1,Business
2017-10-20T08:00:00,161,1,Utilities
2017-10-20T08:00:00,115,1,Communication & Scheduling
2017-10-20T08:00:00,9,1,Design & Composition
2017-10-20T08:00:00,3,1,Uncategorized
2017-10-20T09:00:00,1108,1,Social Networking
2017-10-20T09:00:00,626,1,Reference & Learning
2017-10-20T09:00:00,191,1,Uncategorized
2017-10-20T09:00:00,73,1,Software Development
2017-10-20T09:00:00,70,1,Business
2017-10-20T09:00:00,34,1,Communication & Scheduling
2017-10-20T09:00:00,28,1,Utilities
2017-10-20T09:00:00,2,1,News & Opinion
2017-10-20T10:00:00,715,1,Social Networking
2017-10-20T10:00:00,575,1,Communication & Scheduling
2017-10-20T10:00:00,184,1,Reference & Learning
2017-10-20T10:00:00,38,1,News & Opinion
2017-10-20T10:00:00,37,1,Uncategorized
2017-10-20T10:00:00,16,1,Utilities
2017-10-20T10:00:00,13,1,Business
2017-10-20T11:00:00,533,1,Communication & Scheduling
2017-10-20T11:00:00,452,1,Reference & Learning
2017-10-20T11:00:00,29,1,Uncategorized
2017-10-20T11:00:00,10,1,Utilities
2017-10-20T11:00:00,7,1,Social Networking
2017-10-20T12:00:00,998,1,Communication & Scheduling
2017-10-20T12:00:00,960,1,Software Development
2017-10-20T12:00:00,346,1,Reference & Learning
2017-10-20T12:00:00,186,1,Utilities
2017-10-20T12:00:00,41,1,Social Networking
2017-10-20T12:00:00,2,1,Design & Composition
2017-10-20T13:00:00,1980,1,Software Development
2017-10-20T13:00:00,172,1,Utilities
2017-10-20T13:00:00,172,1,Communication & Scheduling
2017-10-20T13:00:00,43,1,Reference & Learning
2017-10-20T13:00:00,14,1,Business
2017-10-20T13:00:00,11,1,News & Opinion
2017-10-20T13:00:00,9,1,Design & Composition
2017-10-20T14:00:00,2051,1,Software Development
2017-10-20T14:00:00,253,1,Utilities
2017-10-20T14:00:00,56,1,Reference & Learning
2017-10-20T14:00:00,18,1,Communication & Scheduling
2017-10-20T14:00:00,12,1,Design & Composition
2017-10-20T14:00:00,6,1,Uncategorized
2017-10-20T15:00:00,1941,1,Software Development
2017-10-20T15:00:00,92,1,Utilities
2017-10-20T15:00:00,73,1,Reference & Learning
2017-10-20T15:00:00,17,1,Design & Composition
2017-10-20T15:00:00,9,1,Communication & Scheduling
2017-10-20T15:00:00,7,1,Uncategorized
2017-10-20T16:00:00,1576,1,Software Development
2017-10-20T16:00:00,437,1,Utilities
2017-10-20T16:00:00,303,1,Design & Composition
2017-10-20T16:00:00,70,1,Reference & Learning
2017-10-20T16:00:00,13,1,Uncategorized
2017-10-20T16:00:00,12,1,Communication & Scheduling
2017-10-20T17:00:00,1512,1,Software Development
2017-10-20T17:00:00,108,1,Utilities
2017-10-20T17:00:00,82,1,Reference & Learning
2017-10-20T17:00:00,3,1,Communication & Scheduling
2017-10-20T17:00:00,1,1,Uncategorized
2017-10-20T18:00:00,1622,1,Software Development
2017-10-20T18:00:00,106,1,Utilities
2017-10-20T18:00:00,4,1,Reference & Learning
2017-10-20T18:00:00,3,1,Communication & Scheduling
2017-10-20T18:00:00,2,1,Design & Composition
2017-10-20T19:00:00,1366,1,Software Development
2017-10-20T19:00:00,323,1,Utilities
2017-10-20T19:00:00,89,1,Communication & Scheduling
2017-10-20T19:00:00,13,1,Design & Composition
2017-10-20T19:00:00,2,1,Shopping
2017-10-20T20:00:00,1198,1,Communication & Scheduling
2017-10-20T20:00:00,709,1,Software Development
2017-10-20T20:00:00,136,1,Utilities
2017-10-20T20:00:00,18,1,Reference & Learning
2017-10-20T20:00:00,8,1,Design & Composition
2017-10-20T20:00:00,6,1,Social Networking
2017-10-20T21:00:00,1100,1,Communication & Scheduling
2017-10-20T21:00:00,555,1,Software Development
2017-10-20T21:00:00,266,1,News & Opinion
2017-10-20T21:00:00,125,1,Reference & Learning
2017-10-20T21:00:00,125,1,Utilities
2017-10-20T21:00:00,119,1,Design & Composition
2017-10-20T21:00:00,1,1,Social Networking
2017-10-20T22:00:00,1598,1,Software Development
2017-10-20T22:00:00,737,1,Communication & Scheduling
2017-10-20T22:00:00,129,1,Reference & Learning
2017-10-20T22:00:00,125,1,Business
2017-10-20T22:00:00,59,1,Utilities
2017-10-20T22:00:00,2,1,News & Opinion
2017-10-20T23:00:00,247,1,Utilities
2017-10-20T23:00:00,22,1,Communication & Scheduling
2017-10-21T09:00:00,200,1,Business
2017-10-21T09:00:00,102,1,Software Development
2017-10-21T09:00:00,17,1,Communication & Scheduling
2017-10-21T09:00:00,12,1,Reference & Learning
2017-10-21T09:00:00,11,1,Utilities
2017-10-21T10:00:00,966,1,Business
2017-10-21T10:00:00,744,1,Software Development
2017-10-21T10:00:00,642,1,Communication & Scheduling
2017-10-21T10:00:00,425,1,Reference & Learning
2017-10-21T10:00:00,121,1,Utilities
2017-10-21T10:00:00,4,1,Design & Composition
2017-10-21T12:00:00,440,1,Software Development
2017-10-21T12:00:00,364,1,Reference & Learning
2017-10-21T12:00:00,189,1,Social Networking
2017-10-21T12:00:00,76,1,Utilities
2017-10-21T12:00:00,69,1,Communication & Scheduling
2017-10-21T13:00:00,1328,1,Software Development
2017-10-21T13:00:00,476,1,Business
2017-10-21T13:00:00,219,1,Uncategorized
2017-10-21T13:00:00,194,1,Utilities
2017-10-21T13:00:00,78,1,Communication & Scheduling
2017-10-21T13:00:00,24,1,Design & Composition
2017-10-21T13:00:00,8,1,Reference & Learning
2017-10-21T14:00:00,1339,1,Software Development
2017-10-21T14:00:00,113,1,Utilities
2017-10-21T14:00:00,27,1,News & Opinion
2017-10-21T14:00:00,24,1,Reference & Learning
2017-10-21T15:00:00,179,1,Software Development
2017-10-21T15:00:00,26,1,Utilities
2017-10-21T15:00:00,4,1,Communication & Scheduling
2017-10-21T17:00:00,197,1,Software Development
2017-10-21T17:00:00,43,1,Uncategorized
2017-10-21T17:00:00,4,1,Communication & Scheduling
2017-10-21T19:00:00,676,1,Reference & Learning
2017-10-21T19:00:00,63,1,News & Opinion
2017-10-21T19:00:00,28,1,Utilities
2017-10-21T20:00:00,477,1,Reference & Learning
2017-10-21T20:00:00,6,1,Utilities
2017-10-21T21:00:00,1574,1,Software Development
2017-10-21T21:00:00,230,1,Utilities
2017-10-21T21:00:00,180,1,Uncategorized
2017-10-21T21:00:00,62,1,Reference & Learning
2017-10-21T21:00:00,45,1,Social Networking
2017-10-21T21:00:00,44,1,Communication & Scheduling
2017-10-21T21:00:00,26,1,Business
2017-10-21T21:00:00,4,1,Design & Composition
2017-10-21T21:00:00,2,1,News & Opinion
2017-10-21T22:00:00,2172,1,Software Development
2017-10-21T22:00:00,164,1,Reference & Learning
2017-10-21T22:00:00,87,1,Utilities
2017-10-21T22:00:00,82,1,Communication & Scheduling
2017-10-21T22:00:00,18,1,Design & Composition
2017-10-21T22:00:00,13,1,Social Networking
2017-10-21T22:00:00,3,1,Uncategorized
2017-10-21T23:00:00,1885,1,Software Development
2017-10-21T23:00:00,631,1,Reference & Learning
2017-10-21T23:00:00,83,1,Communication & Scheduling
2017-10-21T23:00:00,77,1,Utilities
2017-10-21T23:00:00,69,1,Uncategorized
2017-10-22T00:00:00,167,1,Communication & Scheduling
2017-10-22T00:00:00,124,1,Software Development
2017-10-22T00:00:00,103,1,Utilities
2017-10-22T00:00:00,42,1,Reference & Learning
2017-10-22T01:00:00,259,1,Reference & Learning
2017-10-22T11:00:00,755,1,Reference & Learning
2017-10-22T11:00:00,270,1,Communication & Scheduling
2017-10-22T11:00:00,122,1,Software Development
2017-10-22T11:00:00,64,1,Uncategorized
2017-10-22T11:00:00,7,1,Utilities
2017-10-22T12:00:00,666,1,Communication & Scheduling
2017-10-22T12:00:00,452,1,Reference & Learning
2017-10-22T12:00:00,413,1,Software Development
2017-10-22T12:00:00,179,1,Uncategorized
2017-10-22T12:00:00,95,1,News & Opinion
2017-10-22T12:00:00,89,1,Utilities
2017-10-22T12:00:00,25,1,Social Networking
2017-10-22T13:00:00,2973,1,Software Development
2017-10-22T13:00:00,570,1,Reference & Learning
2017-10-22T13:00:00,56,1,Utilities
2017-10-22T14:00:00,2083,1,Software Development
2017-10-22T14:00:00,655,1,Reference & Learning
2017-10-22T14:00:00,279,1,Communication & Scheduling
2017-10-22T14:00:00,190,1,Business
2017-10-22T14:00:00,36,1,Utilities
2017-10-22T15:00:00,1731,1,Software Development
2017-10-22T15:00:00,1663,1,Reference & Learning
2017-10-22T15:00:00,74,1,Business
2017-10-22T15:00:00,27,1,Utilities
2017-10-22T15:00:00,13,1,Uncategorized
2017-10-22T15:00:00,6,1,Communication & Scheduling
2017-10-22T16:00:00,2206,1,Software Development
2017-10-22T16:00:00,914,1,Reference & Learning
2017-10-22T16:00:00,214,1,Communication & Scheduling
2017-10-22T16:00:00,35,1,Utilities
2017-10-22T17:00:00,776,1,Reference & Learning
2017-10-22T17:00:00,287,1,Communication & Scheduling
2017-10-22T17:00:00,127,1,Software Development
